MakroID;Customer;ProfileType;Width;Height;D (Dalma Derinligi);Y (Kenardan Uzaklik);Z (Caprazlar icin diger kenardan uzaklik);C (çap);W (kanal genisligi);L  (KANAL VEYA ?K? DEL?K ARASI;YAKLAŞMA;MakroTyp;R(RADIUS);FEED ;Aciklama
11210601;IDEAL 2000 120303 ;FRAME;80;60;0;26.5;50.5;0;5;25;50;P01;0;2000;SU TAHLIYE KANAL // WATER SLOT// DESAGÜE INTERIOR APERTURA INTERIOR
11210617;IDEAL 2000 120303 ;FRAME;80;60;0;26.5;50.5;0;0;0;15;P06;0;1000;HAVALANDIRMA // VENTILATION HOLE// AIREACION INTERIOR APERTURA INTERIOR
11211001;IDEAL 2000 120303 ;FRAME;80;60;8;40.6;0;0;5;25;15;P01;0;2000; SU TAHLIYE KANAL // WATER SLOT// DESAGÜE EXTERIOR APERTURA INTERIOR
11211017;IDEAL 2000 120303 ;FRAME;80;60;8;40.6;0;0;0;0;15;P06;0;1000;HAVALANDIRMA // VENTILATION HOLE// AIREACION EXTERIOR APERTURA INTERIOR
11210701;IDEAL 2000 120303 ;FRAME;80;60;50;53.6;0;0;5;25;15;P01;0;2000; SU TAHLIYE KANAL // WATER SLOT // DESAGÜE INTERIOR APERTURA EXTERIOR
11210717;IDEAL 2000 120303 ;FRAME;80;60;50;53.6;0;0;0;0;15;P06;0;1000;HAVALANDIRMA // VENTILATION HOLE// AIREACION INTERIOR APERTURA EXTERIOR
11210718;IDEAL 2000 120303 ;FRAME;80;60;26;49.5;0;0;5;25;15;P01;0;2000; SU TAHLIYE KANAL // WATER SLOT // DESAGÜE INTERIOR ESCALON APERTURA EXTERIOR
11210501;IDEAL 2000 120303 ;FRAME;80;60;09;12.5;0;0;5;25;15;P01;0;2000;SU TAHLIYE KANAL // WATER SLOT // DESAGÜE EXTERIOR APERTURA EXTERIOR
11210517;IDEAL 2000 120303 ;FRAME;80;60;09;12.5;0;0;0;0;15;P06;0;1000;HAVALANDIRMA // VENTILATION HOLE// AIREACION EXTERIOR APERTURA EXTERIOR
11210205;IDEAL 2000 120303 ;FRAME;80;60;35;30.6;0;10;0;0;15;P05;0;2000;ORTAKAYIT TAKOZ VIDA DELIGI // MULLION CONNECTOR// UNION DE TRAVESAÑO
11210705;IDEAL 2000 120303 ;FRAME;80;60;40;30.6;0;07;0;0;15;P05;0;4000;ORTAKAYIT TAKOZ VIDA DELIGI // MULLION CONNECTOR// UNION DE TRAVESAÑO
11210285;IDEAL 2000 120303 ;FRAME;80;60;10;35;0;5;0;0;15;P06;0;5000;DESTEK SACI MARK // REINFORCEMENT MARKING // MARCA DE REFUERZO
11210215;IDEAL 2000 120303 ;FRAME;80;60;40;30;0;07;0;0;15;P05;0;4000;MONTAJ DELIGI  // ASSEMBLY HOLE// BARRENO PARA FIJACION AL MURO
11210715;IDEAL 2000 120303 ;FRAME;80;60;40;30;0;07;0;0;15;P05;0;4000;MONTAJ DELIGI  // ASSEMBLY HOLE// BARRENO PARA FIJACION AL MURO
11210714;IDEAL 2000 120303 ;FRAME;80;60;25.5;53.2;0;06;0;0;15;P06;0;5000;CERRADERO ESTANDAR
11210783;IDEAL 2000 120303 ;FRAME;80;60;24;38;0;06;0;0;15;P06;0;5000;CERRADERO DE SEGURIDAD SE
11210791;IDEAL 2000 120303 ;FRAME;80;60;25;32;0;06;0;0;15;P06;0;5000;compás de proyección EDT 29MM
11210794;IDEAL 2000 120303 ;FRAME;80;60;25.5;37.5;0;06;0;0;15;P06;0;5000;compás de proyección EDT 23MM
11210790;IDEAL 2000 120303 ;FRAME;80;60;25;35;0;06;0;0;15;P06;0;5000;compás de proyección STORM PRO
11210789;IDEAL 2000 120303 ;FRAME;80;60;25;36.5;0;06;0;0;15;P06;0;5000;compás de proyección STORM PRO
11210784;IDEAL 2000 120303 ;FRAME;80;60;40;45.45;0;06;15.5;46;15;P09;0;2000;CERRADERO PARA PALETON AUTOMATIC Y MR2
11210795;IDEAL 2000 120303 ;FRAME;80;60;40;45.45;0;06;15.5;70;15;P09;0;2000;CAJEADO PARA CERRADERO CENTRAL
11210504;IDEAL 2000 120303 ;FRAME;80;60;24;40;0;07;0;0;15;P05;0;10000; MENTESE DELIGI // HINGE HOLE //  Soporte de Compas y Soporte de Esquina
11210537;IDEAL 2000 120303 ;FRAME;80;60;04;39.5;0;0;0;0;15;P06;0;10000; MENTESE DELIGI // HINGE HOLE // Pernios de 75 mm // 100mm
11210574;IDEAL 2000 120303 ;FRAME;80;60;31;25.6;0;0;0;0;15;P06;0;10000; 3D MENTESE DELIGI // 3D HINGE HOLE //  BISAGRA 3D G-U DE 90 MM // 110 MM
11210586;IDEAL 2000 120303 ;FRAME;80;60;04;40;0;0;0;0;15;P06;0;10000; MENTESE DELIGI // HINGE HOLE //  Soporte de Compas y Soporte de Esquina
11210587;IDEAL 2000 120303 ;FRAME;80;60;04;33.8;0;0;0;0;15;P06;0;10000; MENTESE DELIGI // HINGE HOLE // Guía Osciloparalela P1225
11210588;IDEAL 2000 120303 ;FRAME;80;60;04;30;0;0;0;0;15;P06;0;10000; MENTESE DELIGI // HINGE HOLE // Guía Paralela P1931
10210601;IDEAL 2000 120305 ;FRAME;65;60;0;27.5;52.2;0;5;25;50;P01;0;2000; SU TAHLIYE KANAL // WATER SLOT// DESAGÜE INTERIOR
10210617;IDEAL 2000 120305 ;FRAME;65;60;0;27.5;52.2;0;0;0;15;P06;0;1000;HAVALANDIRMA // VENTILATION HOLE// AIREACION INTERIOR
10211001;IDEAL 2000 120305 ;FRAME;65;60;9;33;0;0;5;25;15;P01;0;2000; SU TAHLIYE KANAL // WATER SLOT// DESAGÜE EXTERIOR
10210701;IDEAL 2000 120305 ;FRAME;65;60;43.7;52.5;0;0;5;25;15;P01;0;2000; SU TAHLIYE KANAL // WATER SLOT // DESAGÜE EXTERIOR
10210717;IDEAL 2000 120305 ;FRAME;65;60;43.7;52.5;0;0;0;0;15;P06;0;1000; HAVALANDIRMA // VENTILATION HOLE// AIREACION INTERIOR APERTURA EXTERIOR
10210205;IDEAL 2000 120305 ;FRAME;65;60;35;30.6;0;06;0;0;15;P05;0;2000;ORTAKAYIT TAKOZ VIDA DELIGI // MULLION CONNECTOR// UNION DE TRAVESAÑO
10210705;IDEAL 2000 120305 ;FRAME;65;60;40;30.6;0;06;0;0;15;P05;0;2000;ORTAKAYIT TAKOZ VIDA DELIGI // MULLION CONNECTOR// UNION DE TRAVESAÑO
10210285;IDEAL 2000 120305 ;FRAME;65;60;10;33.5;0;5;0;0;15;P06;0;5000;DESTEK SACI MARK // REINFORCEMENT MARKING // MARCA DE REFUERZO
10210215;IDEAL 2000 120305 ;FRAME;65;60;50;30;0;10;0;0;15;P05;0;2000;MONTAJ DELIGI  // ASSEMBLY HOLE// BARRENO PARA FIJACION AL MURO
10210715;IDEAL 2000 120305 ;FRAME;65;60;40;30;0;06;0;0;15;P05;0;2000;MONTAJ DELIGI  // ASSEMBLY HOLE// BARRENO PARA FIJACION AL MURO
10210714;IDEAL 2000 120305 ;FRAME;65;60;27.6;52.5;0;06;0;0;15;P06;0;5000;CERRADERO ESTANDAR
10210783;IDEAL 2000 120305 ;FRAME;65;60;25.5;37.5;0;06;0;0;15;P06;0;5000;CERRADERO DE SEGURIDAD SE
10210791;IDEAL 2000 120305 ;FRAME;65;60;25.5;31;0;06;0;0;15;P06;0;5000;compás de proyección EDT 29MM
10210794;IDEAL 2000 120305 ;FRAME;65;60;25.5;37;0;06;0;0;15;P06;0;5000;compás de proyección EDT 23MM
10210790;IDEAL 2000 120305 ;FRAME;65;60;25.5;34.5;0;06;0;0;15;P06;0;5000;compás de proyección STORM PRO 25MM
10210789;IDEAL 2000 120305 ;FRAME;65;60;25.5;36;0;06;0;0;15;P06;0;5000;compás de proyección STORM PRO 23.5
10210784;IDEAL 2000 120305 ;FRAME;65;60;45;45.55;0;06;15.5;46;15;P09;0;2000;CERRADERO PARA PALETON AUTOMATIC Y MR2
10210795;IDEAL 2000 120305 ;FRAME;65;60;45;45.55;0;06;15.5;70;15;P09;0;2000;CAJEADO PARA CERRADERO CENTRAL
10210504;IDEAL 2000 120305 ;FRAME;65;60;24;25;0;7;0;0;15;P05;0;2000; MENTESE DELIGI // HINGE HOLE //  Soporte de Compas y Soporte de Esquina
10210501;IDEAL 2000 120305 ;FRAME;65;60;24;8;0;0;5;25;15;P01;0;2000;DESAGÜE EXTERIOR APERTURA EXTERIOR// WATER SLOT//
10210517;IDEAL 2000 120305 ;FRAME;65;60;24;8;0;7;0;0;15;P06;0;1000;AIREACION EXTERIOR APERTURA EXTERIOR // VENTILATION HOLE
10210537;IDEAL 2000 120305 ;FRAME;65;60;03;22.5;0;0;0;0;15;P06;0;10000; MENTESE DELIGI // HINGE HOLE // Pernios de 75 mm // 100mm
10210574;IDEAL 2000 120305 ;FRAME;65;60;24;21;0;0;0;0;15;P06;0;10000; 3D MENTESE DELIGI // 3D HINGE HOLE //  BISAGRA 3D G-U DE 90 MM // 110 MM
10210586;IDEAL 2000 120305 ;FRAME;65;60;04;25;0;0;0;0;15;P06;0;10000; MENTESE DELIGI // HINGE HOLE //  Soporte de Compas y Soporte de Esquina
10210587;IDEAL 2000 120305 ;FRAME;65;60;04;18.8;0;0;0;0;15;P06;0;10000; MENTESE DELIGI // HINGE HOLE // Guía Osciloparalela P1225
10210588;IDEAL 2000 120305 ;FRAME;65;60;04;15;0;0;0;0;15;P06;0;10000; MENTESE DELIGI // HINGE HOLE // Guía Paralela P1931
